year,carrier,hour,minute,time_hour,seconds
2013,MQ,13,45,2013-10-31T13:00:00Z,:00
2013,VX,13,00,2013-10-31T13:00:00Z,:00
2013,US,14,00,2013-10-31T14:00:00Z,:00
2013,B6,13,59,2013-10-31T13:00:00Z,:00
2013,B6,14,00,2013-10-31T14:00:00Z,:00
2013,WN,13,55,2013-10-31T13:00:00Z,:00
2013,DL,14,00,2013-10-31T14:00:00Z,:00
2013,US,14,00,2013-10-31T14:00:00Z,:00
2013,UA,13,59,2013-10-31T13:00:00Z,:00
2013,AA,13,59,2013-10-31T13:00:00Z,:00
2013,WN,13,30,2013-10-31T13:00:00Z,:00
2013,DL,13,45,2013-10-31T13:00:00Z,:00
2013,UA,13,55,2013-10-31T13:00:00Z,:00
2013,AA,13,45,2013-10-31T13:00:00Z,:00
2013,B6,14,10,2013-10-31T14:00:00Z,:00
2013,US,13,55,2013-10-31T13:00:00Z,:00
2013,AA,14,15,2013-10-31T14:00:00Z,:00
2013,FL,14,10,2013-10-31T14:00:00Z,:00
2013,UA,13,25,2013-10-31T13:00:00Z,:00
2013,UA,14,17,2013-10-31T14:00:00Z,:00
2013,WN,14,15,2013-10-31T14:00:00Z,:00
2013,DL,14,15,2013-10-31T14:00:00Z,:00
2013,B6,13,29,2013-10-31T13:00:00Z,:00
2013,EV,14,25,2013-10-31T14:00:00Z,:00
2013,UA,14,15,2013-10-31T14:00:00Z,:00
2013,9E,14,30,2013-10-31T14:00:00Z,:00
2013,MQ,14,25,2013-10-31T14:00:00Z,:00
2013,UA,14,29,2013-10-31T14:00:00Z,:00
2013,EV,14,30,2013-10-31T14:00:00Z,:00
2013,UA,14,25,2013-10-31T14:00:00Z,:00
2013,B6,14,36,2013-10-31T14:00:00Z,:00
2013,B6,14,30,2013-10-31T14:00:00Z,:00
2013,UA,14,35,2013-10-31T14:00:00Z,:00
2013,EV,14,36,2013-10-31T14:00:00Z,:00
2013,B6,14,19,2013-10-31T14:00:00Z,:00
2013,MQ,13,55,2013-10-31T13:00:00Z,:00
2013,B6,14,00,2013-10-31T14:00:00Z,:00
2013,B6,14,38,2013-10-31T14:00:00Z,:00
2013,UA,14,30,2013-10-31T14:00:00Z,:00
2013,9E,14,45,2013-10-31T14:00:00Z,:00
2013,B6,14,40,2013-10-31T14:00:00Z,:00
2013,DL,14,40,2013-10-31T14:00:00Z,:00
2013,9E,14,45,2013-10-31T14:00:00Z,:00
2013,B6,14,29,2013-10-31T14:00:00Z,:00
2013,DL,14,35,2013-10-31T14:00:00Z,:00
2013,US,14,50,2013-10-31T14:00:00Z,:00
2013,MQ,14,50,2013-10-31T14:00:00Z,:00
2013,B6,14,46,2013-10-31T14:00:00Z,:00
2013,EV,14,40,2013-10-31T14:00:00Z,:00
2013,9E,14,47,2013-10-31T14:00:00Z,:00
2013,B6,14,45,2013-10-31T14:00:00Z,:00
2013,EV,14,14,2013-10-31T14:00:00Z,:00
2013,DL,14,55,2013-10-31T14:00:00Z,:00
2013,MQ,14,55,2013-10-31T14:00:00Z,:00
2013,MQ,14,55,2013-10-31T14:00:00Z,:00
2013,EV,14,45,2013-10-31T14:00:00Z,:00
2013,AA,14,59,2013-10-31T14:00:00Z,:00
2013,EV,14,52,2013-10-31T14:00:00Z,:00
2013,MQ,14,55,2013-10-31T14:00:00Z,:00
2013,MQ,14,55,2013-10-31T14:00:00Z,:00
2013,AA,15,00,2013-10-31T15:00:00Z,:00
2013,EV,14,56,2013-10-31T14:00:00Z,:00
2013,US,15,00,2013-10-31T15:00:00Z,:00
2013,US,15,00,2013-10-31T15:00:00Z,:00
2013,EV,15,00,2013-10-31T15:00:00Z,:00
2013,UA,14,50,2013-10-31T14:00:00Z,:00
2013,UA,15,00,2013-10-31T15:00:00Z,:00
2013,UA,14,54,2013-10-31T14:00:00Z,:00
2013,DL,14,59,2013-10-31T14:00:00Z,:00
2013,UA,14,55,2013-10-31T14:00:00Z,:00
2013,DL,14,59,2013-10-31T14:00:00Z,:00
2013,9E,14,55,2013-10-31T14:00:00Z,:00
2013,DL,15,00,2013-10-31T15:00:00Z,:00
2013,MQ,15,05,2013-10-31T15:00:00Z,:00
2013,UA,15,00,2013-10-31T15:00:00Z,:00
2013,UA,14,56,2013-10-31T14:00:00Z,:00
2013,US,15,00,2013-10-31T15:00:00Z,:00
2013,9E,14,44,2013-10-31T14:00:00Z,:00
2013,9E,14,56,2013-10-31T14:00:00Z,:00
2013,B6,14,55,2013-10-31T14:00:00Z,:00
2013,UA,15,09,2013-10-31T15:00:00Z,:00
2013,AA,15,10,2013-10-31T15:00:00Z,:00
2013,AA,15,05,2013-10-31T15:00:00Z,:00
2013,EV,14,30,2013-10-31T14:00:00Z,:00
2013,UA,15,10,2013-10-31T15:00:00Z,:00
2013,AA,15,15,2013-10-31T15:00:00Z,:00
2013,MQ,15,20,2013-10-31T15:00:00Z,:00
2013,MQ,15,10,2013-10-31T15:00:00Z,:00
2013,EV,15,15,2013-10-31T15:00:00Z,:00
2013,AA,15,20,2013-10-31T15:00:00Z,:00
2013,EV,15,05,2013-10-31T15:00:00Z,:00
2013,UA,15,00,2013-10-31T15:00:00Z,:00
2013,AA,15,05,2013-10-31T15:00:00Z,:00
2013,EV,14,50,2013-10-31T14:00:00Z,:00
2013,UA,15,30,2013-10-31T15:00:00Z,:00
2013,EV,15,25,2013-10-31T15:00:00Z,:00
2013,B6,15,29,2013-10-31T15:00:00Z,:00
2013,AA,15,30,2013-10-31T15:00:00Z,:00
2013,UA,14,52,2013-10-31T14:00:00Z,:00
2013,UA,15,21,2013-10-31T15:00:00Z,:00
2013,DL,15,30,2013-10-31T15:00:00Z,:00
2013,DL,15,30,2013-10-31T15:00:00Z,:00
2013,UA,15,29,2013-10-31T15:00:00Z,:00
2013,US,15,35,2013-10-31T15:00:00Z,:00
2013,UA,15,21,2013-10-31T15:00:00Z,:00
2013,AA,14,20,2013-10-31T14:00:00Z,:00
2013,B6,15,30,2013-10-31T15:00:00Z,:00
2013,AA,15,45,2013-10-31T15:00:00Z,:00
2013,EV,15,07,2013-10-31T15:00:00Z,:00
2013,UA,15,35,2013-10-31T15:00:00Z,:00
2013,US,15,45,2013-10-31T15:00:00Z,:00
2013,DL,15,48,2013-10-31T15:00:00Z,:00
2013,DL,15,45,2013-10-31T15:00:00Z,:00
2013,DL,15,45,2013-10-31T15:00:00Z,:00
2013,UA,15,45,2013-10-31T15:00:00Z,:00
2013,WN,15,30,2013-10-31T15:00:00Z,:00
2013,WN,15,55,2013-10-31T15:00:00Z,:00
2013,B6,16,00,2013-10-31T16:00:00Z,:00
2013,DL,15,55,2013-10-31T15:00:00Z,:00
2013,9E,16,00,2013-10-31T16:00:00Z,:00
2013,9E,16,00,2013-10-31T16:00:00Z,:00
2013,MQ,15,50,2013-10-31T15:00:00Z,:00
2013,DL,15,55,2013-10-31T15:00:00Z,:00
2013,MQ,15,55,2013-10-31T15:00:00Z,:00
2013,B6,16,00,2013-10-31T16:00:00Z,:00
2013,MQ,15,55,2013-10-31T15:00:00Z,:00
2013,9E,15,49,2013-10-31T15:00:00Z,:00
2013,EV,15,55,2013-10-31T15:00:00Z,:00
2013,DL,16,00,2013-10-31T16:00:00Z,:00
2013,UA,16,00,2013-10-31T16:00:00Z,:00
2013,UA,15,29,2013-10-31T15:00:00Z,:00
2013,DL,16,00,2013-10-31T16:00:00Z,:00
2013,DL,16,00,2013-10-31T16:00:00Z,:00
2013,UA,15,59,2013-10-31T15:00:00Z,:00
2013,UA,15,59,2013-10-31T15:00:00Z,:00
2013,MQ,16,00,2013-10-31T16:00:00Z,:00
2013,AA,16,00,2013-10-31T16:00:00Z,:00
2013,EV,15,48,2013-10-31T15:00:00Z,:00
2013,EV,15,15,2013-10-31T15:00:00Z,:00
2013,9E,16,00,2013-10-31T16:00:00Z,:00
2013,9E,16,15,2013-10-31T16:00:00Z,:00
2013,B6,15,35,2013-10-31T15:00:00Z,:00
2013,MQ,16,15,2013-10-31T16:00:00Z,:00
2013,B6,16,11,2013-10-31T16:00:00Z,:00
2013,DL,16,20,2013-10-31T16:00:00Z,:00
2013,AA,16,20,2013-10-31T16:00:00Z,:00
2013,DL,16,25,2013-10-31T16:00:00Z,:00
2013,B6,15,59,2013-10-31T15:00:00Z,:00
2013,DL,16,15,2013-10-31T16:00:00Z,:00
2013,EV,16,23,2013-10-31T16:00:00Z,:00
2013,US,16,00,2013-10-31T16:00:00Z,:00
2013,UA,16,29,2013-10-31T16:00:00Z,:00
2013,UA,16,20,2013-10-31T16:00:00Z,:00
2013,DL,16,29,2013-10-31T16:00:00Z,:00
2013,EV,16,38,2013-10-31T16:00:00Z,:00
2013,EV,15,45,2013-10-31T15:00:00Z,:00
2013,MQ,16,35,2013-10-31T16:00:00Z,:00
2013,DL,16,25,2013-10-31T16:00:00Z,:00
2013,B6,16,30,2013-10-31T16:00:00Z,:00
2013,AA,16,20,2013-10-31T16:00:00Z,:00
2013,AA,16,30,2013-10-31T16:00:00Z,:00
2013,EV,16,32,2013-10-31T16:00:00Z,:00
2013,DL,16,45,2013-10-31T16:00:00Z,:00
2013,9E,16,20,2013-10-31T16:00:00Z,:00
2013,VX,16,30,2013-10-31T16:00:00Z,:00
2013,B6,16,29,2013-10-31T16:00:00Z,:00
2013,B6,16,50,2013-10-31T16:00:00Z,:00
2013,B6,16,13,2013-10-31T16:00:00Z,:00
2013,US,16,00,2013-10-31T16:00:00Z,:00
2013,MQ,15,10,2013-10-31T15:00:00Z,:00
2013,UA,16,48,2013-10-31T16:00:00Z,:00
2013,AA,16,55,2013-10-31T16:00:00Z,:00
2013,B6,16,35,2013-10-31T16:00:00Z,:00
2013,AA,17,00,2013-10-31T17:00:00Z,:00
2013,B6,16,50,2013-10-31T16:00:00Z,:00
2013,MQ,16,45,2013-10-31T16:00:00Z,:00
2013,EV,16,49,2013-10-31T16:00:00Z,:00
2013,AA,17,00,2013-10-31T17:00:00Z,:00
2013,B6,17,00,2013-10-31T17:00:00Z,:00
2013,DL,16,59,2013-10-31T16:00:00Z,:00
2013,AA,16,05,2013-10-31T16:00:00Z,:00
2013,WN,16,55,2013-10-31T16:00:00Z,:00
2013,DL,17,00,2013-10-31T17:00:00Z,:00
2013,DL,17,00,2013-10-31T17:00:00Z,:00
2013,AA,17,00,2013-10-31T17:00:00Z,:00
2013,UA,17,04,2013-10-31T17:00:00Z,:00
2013,UA,17,00,2013-10-31T17:00:00Z,:00
2013,MQ,16,55,2013-10-31T16:00:00Z,:00
2013,US,17,00,2013-10-31T17:00:00Z,:00
2013,AA,16,15,2013-10-31T16:00:00Z,:00
2013,B6,16,59,2013-10-31T16:00:00Z,:00
2013,YV,16,35,2013-10-31T16:00:00Z,:00
2013,UA,17,00,2013-10-31T17:00:00Z,:00
2013,MQ,16,00,2013-10-31T16:00:00Z,:00
2013,UA,16,54,2013-10-31T16:00:00Z,:00
2013,MQ,17,10,2013-10-31T17:00:00Z,:00
2013,UA,16,59,2013-10-31T16:00:00Z,:00
2013,VX,16,55,2013-10-31T16:00:00Z,:00
2013,AA,17,15,2013-10-31T17:00:00Z,:00
2013,UA,17,10,2013-10-31T17:00:00Z,:00
2013,US,17,10,2013-10-31T17:00:00Z,:00
2013,UA,17,12,2013-10-31T17:00:00Z,:00
2013,EV,15,29,2013-10-31T15:00:00Z,:00
2013,9E,16,50,2013-10-31T16:00:00Z,:00
2013,DL,16,45,2013-10-31T16:00:00Z,:00
2013,B6,17,08,2013-10-31T17:00:00Z,:00
2013,EV,16,56,2013-10-31T16:00:00Z,:00
2013,B6,17,21,2013-10-31T17:00:00Z,:00
2013,DL,17,20,2013-10-31T17:00:00Z,:00
2013,EV,16,12,2013-10-31T16:00:00Z,:00
2013,MQ,17,20,2013-10-31T17:00:00Z,:00
2013,F9,17,29,2013-10-31T17:00:00Z,:00
2013,UA,17,25,2013-10-31T17:00:00Z,:00
2013,AA,17,20,2013-10-31T17:00:00Z,:00
2013,US,17,30,2013-10-31T17:00:00Z,:00
2013,B6,17,30,2013-10-31T17:00:00Z,:00
2013,UA,17,29,2013-10-31T17:00:00Z,:00
2013,US,17,00,2013-10-31T17:00:00Z,:00
2013,EV,15,28,2013-10-31T15:00:00Z,:00
2013,VX,17,25,2013-10-31T17:00:00Z,:00
2013,EV,17,30,2013-10-31T17:00:00Z,:00
2013,AA,17,35,2013-10-31T17:00:00Z,:00
2013,VX,17,29,2013-10-31T17:00:00Z,:00
2013,B6,17,30,2013-10-31T17:00:00Z,:00
2013,EV,16,42,2013-10-31T16:00:00Z,:00
2013,B6,17,40,2013-10-31T17:00:00Z,:00
2013,WN,15,45,2013-10-31T15:00:00Z,:00
2013,AA,17,00,2013-10-31T17:00:00Z,:00
2013,AA,15,30,2013-10-31T15:00:00Z,:00
2013,UA,17,34,2013-10-31T17:00:00Z,:00
2013,WN,17,40,2013-10-31T17:00:00Z,:00
2013,B6,17,40,2013-10-31T17:00:00Z,:00
2013,MQ,17,55,2013-10-31T17:00:00Z,:00
2013,AA,17,55,2013-10-31T17:00:00Z,:00
2013,MQ,17,55,2013-10-31T17:00:00Z,:00
2013,US,18,00,2013-10-31T18:00:00Z,:00
2013,B6,17,59,2013-10-31T17:00:00Z,:00
2013,UA,17,59,2013-10-31T17:00:00Z,:00
2013,US,18,00,2013-10-31T18:00:00Z,:00
2013,DL,17,59,2013-10-31T17:00:00Z,:00
2013,EV,17,17,2013-10-31T17:00:00Z,:00
2013,EV,17,16,2013-10-31T17:00:00Z,:00
2013,DL,18,00,2013-10-31T18:00:00Z,:00
2013,UA,17,23,2013-10-31T17:00:00Z,:00
2013,AA,17,40,2013-10-31T17:00:00Z,:00
2013,UA,18,03,2013-10-31T18:00:00Z,:00
2013,AA,18,15,2013-10-31T18:00:00Z,:00
2013,MQ,18,10,2013-10-31T18:00:00Z,:00
2013,B6,18,10,2013-10-31T18:00:00Z,:00
2013,UA,17,20,2013-10-31T17:00:00Z,:00
2013,B6,17,06,2013-10-31T17:00:00Z,:00
2013,DL,18,15,2013-10-31T18:00:00Z,:00
2013,UA,18,05,2013-10-31T18:00:00Z,:00
2013,9E,18,20,2013-10-31T18:00:00Z,:00
2013,WN,18,00,2013-10-31T18:00:00Z,:00
2013,EV,17,40,2013-10-31T17:00:00Z,:00
2013,WN,17,30,2013-10-31T17:00:00Z,:00
2013,UA,18,15,2013-10-31T18:00:00Z,:00
2013,DL,18,20,2013-10-31T18:00:00Z,:00
2013,AA,17,15,2013-10-31T17:00:00Z,:00
2013,AA,18,05,2013-10-31T18:00:00Z,:00
2013,9E,18,20,2013-10-31T18:00:00Z,:00
2013,B6,17,30,2013-10-31T17:00:00Z,:00
2013,WN,17,15,2013-10-31T17:00:00Z,:00
2013,9E,18,34,2013-10-31T18:00:00Z,:00
2013,DL,18,15,2013-10-31T18:00:00Z,:00
2013,EV,18,30,2013-10-31T18:00:00Z,:00
2013,9E,18,15,2013-10-31T18:00:00Z,:00
2013,UA,18,20,2013-10-31T18:00:00Z,:00
2013,B6,18,30,2013-10-31T18:00:00Z,:00
2013,MQ,18,29,2013-10-31T18:00:00Z,:00
2013,UA,18,29,2013-10-31T18:00:00Z,:00
2013,DL,18,30,2013-10-31T18:00:00Z,:00
2013,DL,18,25,2013-10-31T18:00:00Z,:00
2013,FL,17,38,2013-10-31T17:00:00Z,:00
2013,UA,18,30,2013-10-31T18:00:00Z,:00
2013,UA,18,30,2013-10-31T18:00:00Z,:00
2013,US,18,29,2013-10-31T18:00:00Z,:00
2013,DL,18,30,2013-10-31T18:00:00Z,:00
2013,US,18,30,2013-10-31T18:00:00Z,:00
2013,B6,18,30,2013-10-31T18:00:00Z,:00
2013,DL,18,35,2013-10-31T18:00:00Z,:00
2013,B6,18,37,2013-10-31T18:00:00Z,:00
2013,9E,17,36,2013-10-31T17:00:00Z,:00
2013,UA,18,03,2013-10-31T18:00:00Z,:00
2013,AS,18,35,2013-10-31T18:00:00Z,:00
2013,B6,18,30,2013-10-31T18:00:00Z,:00
2013,MQ,18,29,2013-10-31T18:00:00Z,:00
2013,DL,18,04,2013-10-31T18:00:00Z,:00
2013,EV,17,45,2013-10-31T17:00:00Z,:00
2013,UA,18,03,2013-10-31T18:00:00Z,:00
2013,EV,18,15,2013-10-31T18:00:00Z,:00
2013,AA,18,50,2013-10-31T18:00:00Z,:00
2013,B6,18,49,2013-10-31T18:00:00Z,:00
2013,VX,18,50,2013-10-31T18:00:00Z,:00
2013,9E,18,45,2013-10-31T18:00:00Z,:00
2013,UA,18,59,2013-10-31T18:00:00Z,:00
2013,US,19,00,2013-10-31T19:00:00Z,:00
2013,DL,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,00,2013-10-31T19:00:00Z,:00
2013,DL,18,35,2013-10-31T18:00:00Z,:00
2013,DL,19,00,2013-10-31T19:00:00Z,:00
2013,AA,19,05,2013-10-31T19:00:00Z,:00
2013,WN,18,15,2013-10-31T18:00:00Z,:00
2013,EV,17,10,2013-10-31T17:00:00Z,:00
2013,MQ,19,00,2013-10-31T19:00:00Z,:00
2013,UA,19,01,2013-10-31T19:00:00Z,:00
2013,US,19,00,2013-10-31T19:00:00Z,:00
2013,WN,18,30,2013-10-31T18:00:00Z,:00
2013,DL,19,00,2013-10-31T19:00:00Z,:00
2013,UA,19,01,2013-10-31T19:00:00Z,:00
2013,DL,19,00,2013-10-31T19:00:00Z,:00
2013,US,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,05,2013-10-31T19:00:00Z,:00
2013,AA,18,45,2013-10-31T18:00:00Z,:00
2013,AA,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,05,2013-10-31T19:00:00Z,:00
2013,9E,19,15,2013-10-31T19:00:00Z,:00
2013,B6,18,58,2013-10-31T18:00:00Z,:00
2013,EV,18,30,2013-10-31T18:00:00Z,:00
2013,EV,17,28,2013-10-31T17:00:00Z,:00
2013,AA,19,10,2013-10-31T19:00:00Z,:00
2013,B6,19,20,2013-10-31T19:00:00Z,:00
2013,DL,19,25,2013-10-31T19:00:00Z,:00
2013,EV,19,11,2013-10-31T19:00:00Z,:00
2013,MQ,18,50,2013-10-31T18:00:00Z,:00
2013,DL,19,25,2013-10-31T19:00:00Z,:00
2013,EV,17,41,2013-10-31T17:00:00Z,:00
2013,EV,19,30,2013-10-31T19:00:00Z,:00
2013,9E,19,25,2013-10-31T19:00:00Z,:00
2013,B6,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,10,2013-10-31T19:00:00Z,:00
2013,9E,18,59,2013-10-31T18:00:00Z,:00
2013,AA,19,30,2013-10-31T19:00:00Z,:00
2013,B6,19,32,2013-10-31T19:00:00Z,:00
2013,MQ,18,30,2013-10-31T18:00:00Z,:00
2013,DL,19,29,2013-10-31T19:00:00Z,:00
2013,B6,19,30,2013-10-31T19:00:00Z,:00
2013,MQ,19,30,2013-10-31T19:00:00Z,:00
2013,EV,19,34,2013-10-31T19:00:00Z,:00
2013,FL,18,59,2013-10-31T18:00:00Z,:00
2013,AA,19,35,2013-10-31T19:00:00Z,:00
2013,UA,19,30,2013-10-31T19:00:00Z,:00
2013,B6,19,30,2013-10-31T19:00:00Z,:00
2013,EV,19,34,2013-10-31T19:00:00Z,:00
2013,WN,19,05,2013-10-31T19:00:00Z,:00
2013,EV,19,40,2013-10-31T19:00:00Z,:00
2013,EV,19,45,2013-10-31T19:00:00Z,:00
2013,B6,19,30,2013-10-31T19:00:00Z,:00
2013,DL,19,35,2013-10-31T19:00:00Z,:00
2013,9E,19,35,2013-10-31T19:00:00Z,:00
2013,MQ,19,50,2013-10-31T19:00:00Z,:00
2013,9E,18,59,2013-10-31T18:00:00Z,:00
2013,DL,19,30,2013-10-31T19:00:00Z,:00
2013,DL,19,10,2013-10-31T19:00:00Z,:00
2013,9E,19,45,2013-10-31T19:00:00Z,:00
2013,9E,20,00,2013-10-31T20:00:00Z,:00
2013,US,20,00,2013-10-31T20:00:00Z,:00
2013,B6,20,00,2013-10-31T20:00:00Z,:00
2013,B6,20,03,2013-10-31T20:00:00Z,:00
2013,EV,20,07,2013-10-31T20:00:00Z,:00
2013,UA,20,00,2013-10-31T20:00:00Z,:00
2013,VX,20,00,2013-10-31T20:00:00Z,:00
2013,B6,20,10,2013-10-31T20:00:00Z,:00
2013,9E,20,18,2013-10-31T20:00:00Z,:00
2013,B6,20,01,2013-10-31T20:00:00Z,:00
2013,MQ,19,40,2013-10-31T19:00:00Z,:00
2013,AA,19,40,2013-10-31T19:00:00Z,:00
2013,MQ,19,50,2013-10-31T19:00:00Z,:00
2013,UA,20,09,2013-10-31T20:00:00Z,:00
2013,B6,20,19,2013-10-31T20:00:00Z,:00
2013,UA,20,22,2013-10-31T20:00:00Z,:00
2013,B6,20,18,2013-10-31T20:00:00Z,:00
2013,AA,20,25,2013-10-31T20:00:00Z,:00
2013,EV,19,32,2013-10-31T19:00:00Z,:00
2013,EV,19,07,2013-10-31T19:00:00Z,:00
2013,FL,20,30,2013-10-31T20:00:00Z,:00
2013,UA,19,34,2013-10-31T19:00:00Z,:00
2013,UA,20,29,2013-10-31T20:00:00Z,:00
2013,EV,19,55,2013-10-31T19:00:00Z,:00
2013,UA,20,28,2013-10-31T20:00:00Z,:00
2013,B6,20,40,2013-10-31T20:00:00Z,:00
2013,B6,20,45,2013-10-31T20:00:00Z,:00
2013,DL,20,25,2013-10-31T20:00:00Z,:00
2013,DL,20,50,2013-10-31T20:00:00Z,:00
2013,EV,20,30,2013-10-31T20:00:00Z,:00
2013,US,21,00,2013-10-31T21:00:00Z,:00
2013,EV,19,30,2013-10-31T19:00:00Z,:00
2013,B6,21,00,2013-10-31T21:00:00Z,:00
2013,MQ,21,00,2013-10-31T21:00:00Z,:00
2013,UA,20,35,2013-10-31T20:00:00Z,:00
2013,EV,20,16,2013-10-31T20:00:00Z,:00
2013,EV,18,45,2013-10-31T18:00:00Z,:00
2013,AA,20,45,2013-10-31T20:00:00Z,:00
2013,MQ,20,15,2013-10-31T20:00:00Z,:00
2013,MQ,21,00,2013-10-31T21:00:00Z,:00
2013,DL,20,59,2013-10-31T20:00:00Z,:00
2013,DL,21,00,2013-10-31T21:00:00Z,:00
2013,B6,21,00,2013-10-31T21:00:00Z,:00
2013,EV,20,03,2013-10-31T20:00:00Z,:00
2013,9E,20,35,2013-10-31T20:00:00Z,:00
2013,9E,20,40,2013-10-31T20:00:00Z,:00
2013,EV,18,40,2013-10-31T18:00:00Z,:00
2013,9E,19,00,2013-10-31T19:00:00Z,:00
2013,WN,20,30,2013-10-31T20:00:00Z,:00
2013,US,21,00,2013-10-31T21:00:00Z,:00
2013,B6,21,06,2013-10-31T21:00:00Z,:00
2013,EV,20,19,2013-10-31T20:00:00Z,:00
2013,B6,20,39,2013-10-31T20:00:00Z,:00
2013,EV,21,10,2013-10-31T21:00:00Z,:00
2013,B6,21,16,2013-10-31T21:00:00Z,:00
2013,MQ,21,40,2013-10-31T21:00:00Z,:00
2013,EV,21,29,2013-10-31T21:00:00Z,:00
2013,AA,21,40,2013-10-31T21:00:00Z,:00
2013,B6,21,39,2013-10-31T21:00:00Z,:00
2013,EV,20,57,2013-10-31T20:00:00Z,:00
2013,B6,21,29,2013-10-31T21:00:00Z,:00
2013,B6,21,30,2013-10-31T21:00:00Z,:00
2013,B6,21,30,2013-10-31T21:00:00Z,:00
2013,B6,21,06,2013-10-31T21:00:00Z,:00
2013,B6,21,50,2013-10-31T21:00:00Z,:00
2013,MQ,21,40,2013-10-31T21:00:00Z,:00
2013,EV,21,10,2013-10-31T21:00:00Z,:00
2013,UA,20,59,2013-10-31T20:00:00Z,:00
2013,EV,21,59,2013-10-31T21:00:00Z,:00
2013,9E,21,59,2013-10-31T21:00:00Z,:00
2013,EV,21,59,2013-10-31T21:00:00Z,:00
2013,EV,21,24,2013-10-31T21:00:00Z,:00
2013,MQ,21,10,2013-10-31T21:00:00Z,:00
2013,EV,21,59,2013-10-31T21:00:00Z,:00
2013,B6,22,45,2013-10-31T22:00:00Z,:00
2013,AA,19,10,2013-10-31T19:00:00Z,:00
2013,B6,22,45,2013-10-31T22:00:00Z,:00
2013,B6,22,45,2013-10-31T22:00:00Z,:00
2013,B6,22,50,2013-10-31T22:00:00Z,:00
2013,WN,20,30,2013-10-31T20:00:00Z,:00
2013,B6,22,50,2013-10-31T22:00:00Z,:00
2013,B6,22,55,2013-10-31T22:00:00Z,:00
2013,EV,20,59,2013-10-31T20:00:00Z,:00
2013,B6,23,59,2013-10-31T23:00:00Z,:00
2013,B6,23,59,2013-10-31T23:00:00Z,:00
2013,B6,23,59,2013-10-31T23:00:00Z,:00
2013,MQ,16,25,2013-10-31T16:00:00Z,:00
2013,MQ,20,05,2013-10-31T20:00:00Z,:00
2013,US,20,00,2013-10-31T20:00:00Z,:00
2013,EV,16,55,2013-10-31T16:00:00Z,:00
2013,B6,10,59,2013-10-31T10:00:00Z,:00
2013,B6,23,59,2013-12-31T23:00:00Z,:00
2013,DL,23,59,2013-12-31T23:00:00Z,:00
2013,B6,22,45,2013-12-31T22:00:00Z,:00
2013,US,05,00,2013-12-31T05:00:00Z,:00
2013,UA,05,15,2013-12-31T05:00:00Z,:00
2013,UA,05,51,2013-12-31T05:00:00Z,:00
2013,AA,06,00,2013-12-31T06:00:00Z,:00
2013,EV,06,00,2013-12-31T06:00:00Z,:00
2013,DL,06,00,2013-12-31T06:00:00Z,:00
2013,B6,05,50,2013-12-31T05:00:00Z,:00
2013,B6,06,00,2013-12-31T06:00:00Z,:00
2013,DL,06,00,2013-12-31T06:00:00Z,:00
2013,UA,05,51,2013-12-31T05:00:00Z,:00
2013,B6,06,00,2013-12-31T06:00:00Z,:00
2013,DL,06,05,2013-12-31T06:00:00Z,:00
2013,EV,06,03,2013-12-31T06:00:00Z,:00
2013,AA,06,00,2013-12-31T06:00:00Z,:00
2013,B6,06,00,2013-12-31T06:00:00Z,:00
2013,AA,05,40,2013-12-31T05:00:00Z,:00
2013,DL,06,05,2013-12-31T06:00:00Z,:00
2013,EV,06,05,2013-12-31T06:00:00Z,:00
2013,B6,06,11,2013-12-31T06:00:00Z,:00
2013,WN,06,00,2013-12-31T06:00:00Z,:00
2013,US,06,15,2013-12-31T06:00:00Z,:00
2013,AA,06,10,2013-12-31T06:00:00Z,:00
2013,DL,06,15,2013-12-31T06:00:00Z,:00
2013,EV,06,14,2013-12-31T06:00:00Z,:00
2013,DL,06,15,2013-12-31T06:00:00Z,:00
2013,B6,06,11,2013-12-31T06:00:00Z,:00
2013,B6,06,30,2013-12-31T06:00:00Z,:00
2013,B6,06,00,2013-12-31T06:00:00Z,:00
2013,MQ,06,30,2013-12-31T06:00:00Z,:00
2013,WN,06,15,2013-12-31T06:00:00Z,:00
2013,B6,06,25,2013-12-31T06:00:00Z,:00
2013,US,06,25,2013-12-31T06:00:00Z,:00
2013,9E,06,20,2013-12-31T06:00:00Z,:00
2013,B6,06,30,2013-12-31T06:00:00Z,:00
2013,AA,06,30,2013-12-31T06:00:00Z,:00
2013,WN,06,25,2013-12-31T06:00:00Z,:00
2013,EV,06,30,2013-12-31T06:00:00Z,:00
2013,B6,06,35,2013-12-31T06:00:00Z,:00
2013,UA,06,27,2013-12-31T06:00:00Z,:00
2013,US,06,30,2013-12-31T06:00:00Z,:00
2013,US,06,30,2013-12-31T06:00:00Z,:00
2013,UA,06,30,2013-12-31T06:00:00Z,:00
2013,US,06,30,2013-12-31T06:00:00Z,:00
2013,UA,06,31,2013-12-31T06:00:00Z,:00
2013,US,06,15,2013-12-31T06:00:00Z,:00
2013,UA,06,40,2013-12-31T06:00:00Z,:00
2013,UA,06,24,2013-12-31T06:00:00Z,:00
2013,AA,06,00,2013-12-31T06:00:00Z,:00
